Annual precipitation,Temperature Change on Land,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture,Category One Defects,Quakers,Category Two Defects,Altitude,Processing Method_Natural / Dry,Processing Method_Other,Processing Method_Pulped natural / honey,Processing Method_Semi-washed / Semi-pulped,Processing Method_Washed / Wet,Processing Method_Anaerobico 1000h,Processing Method_intrinsic cherry,Processing Method_Double Anaerobic Washed,Processing Method_Fermented in barrels with figs 4days,Processing Method_Double Carbonic Maceration / Natural,Total Yield
1949.2413,1.086,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0.1,0,0.0,4,1500.0,0,0,0,0,1,0,0,0,0,0,5090.91
1949.2413,1.086,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,7.08,79.83,0.1,0,0.0,2,1700.0,0,0,0,0,1,0,0,0,0,0,5090.91
1949.2413,1.086,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,7.08,79.83,0.1,0,0.0,2,1700.0,0,0,0,0,1,0,0,0,0,0,5090.91
1949.2413,1.086,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79.17,0.1,0,0.0,0,1219.2,0,0,0,0,1,0,0,0,0,0,5090.91
1949.2413,1.086,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79.17,0.1,0,0.0,0,1219.2,0,0,0,0,1,0,0,0,0,0,5090.91
1949.2413,1.086,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79.08,0.1,0,0.0,1,1700.0,0,0,0,0,1,0,0,0,0,0,5090.91
1949.2413,1.086,7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79.08,0.1,0,0.0,1,1700.0,0,0,0,0,1,0,0,0,0,0,5090.91
1656.5806,1.397,8.08,8.0,8.0,7.75,8.25,8.17,10.0,10.0,10.0,7.39070707070707,86.25,0.115,0,0.2962962962962963,1,2000.0,1,0,0,0,0,0,0,0,0,0,10318.18
1656.5806,1.397,8.08,8.0,8.0,7.75,8.25,8.17,10.0,10.0,10.0,7.39070707070707,86.25,0.115,0,0.2962962962962963,1,2000.0,1,0,0,0,0,0,0,0,0,0,10318.18
1656.5806,1.397,7.83,7.83,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.39070707070707,83.92,0.119,0,0.2962962962962963,0,1900.0,1,0,0,0,0,0,0,0,0,0,10318.18
1656.5806,1.397,7.83,7.83,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.39070707070707,83.92,0.119,0,0.2962962962962963,0,1900.0,1,0,0,0,0,0,0,0,0,0,10318.18
1656.5806,1.397,7.5,7.75,7.58,7.75,7.67,7.58,10.0,10.0,10.0,7.39070707070707,83.33,0.114,0,0.2962962962962963,0,1302.5,0,0,0,0,1,0,0,0,0,0,10318.18
1656.5806,1.397,7.5,7.75,7.58,7.75,7.67,7.58,10.0,10.0,10.0,7.39070707070707,83.33,0.114,0,0.2962962962962963,0,1302.5,0,0,0,0,1,0,0,0,0,0,10318.18
1656.5806,1.397,8.0,7.92,8.08,7.92,7.75,8.0,10.0,10.0,10.0,7.39070707070707,85.75,0.116,0,0.2962962962962963,0,1900.0,1,0,0,0,0,0,0,0,0,0,10318.18
1656.5806,1.397,8.0,7.92,8.08,7.92,7.75,8.0,10.0,10.0,10.0,7.39070707070707,85.75,0.116,0,0.2962962962962963,0,1900.0,1,0,0,0,0,0,0,0,0,0,10318.18
1656.5806,1.397,7.83,7.92,7.75,8.0,7.75,7.75,10.0,10.0,10.0,7.39070707070707,84.92,0.117,0,0.2962962962962963,1,1600.0,0,0,0,0,1,0,0,0,0,0,10318.18
1656.5806,1.397,7.83,7.92,7.75,8.0,7.75,7.75,10.0,10.0,10.0,7.39070707070707,84.92,0.117,0,0.2962962962962963,1,1600.0,0,0,0,0,1,0,0,0,0,0,10318.18
1656.5806,1.397,7.83,8.0,7.67,7.83,7.75,7.75,10.0,10.0,10.0,7.39070707070707,84.67,0.109,0,0.2962962962962963,2,4895.0,1,0,0,0,0,0,0,0,0,0,10318.18
1656.5806,1.397,7.83,8.0,7.67,7.83,7.75,7.75,10.0,10.0,10.0,7.39070707070707,84.67,0.109,0,0.2962962962962963,2,4895.0,1,0,0,0,0,0,0,0,0,0,10318.18
1656.5806,1.397,7.58,7.92,7.58,7.83,7.75,7.67,10.0,10.0,10.0,7.39070707070707,84.08,0.11,0,0.2962962962962963,2,1600.0,0,0,0,0,1,0,0,0,0,0,10318.18
1656.5806,1.397,7.58,7.92,7.58,7.83,7.75,7.67,10.0,10.0,10.0,7.39070707070707,84.08,0.11,0,0.2962962962962963,2,1600.0,0,0,0,0,1,0,0,0,0,0,10318.18
1656.5806,1.397,7.58,7.83,7.67,7.67,7.67,7.67,10.0,10.0,10.0,7.39070707070707,83.83,0.108,0,0.2962962962962963,4,1400.0,1,0,0,0,0,0,0,0,0,0,10318.18
1656.5806,1.397,7.58,7.83,7.67,7.67,7.67,7.67,10.0,10.0,10.0,7.39070707070707,83.83,0.108,0,0.2962962962962963,4,1400.0,1,0,0,0,0,0,0,0,0,0,10318.18
1656.5806,1.397,7.58,7.92,7.5,7.67,7.75,7.67,10.0,10.0,10.0,7.39070707070707,83.83,0.109,0,0.2962962962962963,4,1300.0,0,0,0,0,1,0,0,0,0,0,10318.18
1656.5806,1.397,7.58,7.92,7.5,7.67,7.75,7.67,10.0,10.0,10.0,7.39070707070707,83.83,0.109,0,0.2962962962962963,4,1300.0,0,0,0,0,1,0,0,0,0,0,10318.18
1656.5806,1.397,7.58,7.83,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.39070707070707,83.58,0.109,0,0.2962962962962963,4,1600.0,0,0,0,0,1,0,0,0,0,0,10318.18
1656.5806,1.397,7.58,7.83,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.39070707070707,83.58,0.109,0,0.2962962962962963,4,1600.0,0,0,0,0,1,0,0,0,0,0,10318.18
1656.5806,1.397,7.42,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.39070707070707,82.0,0.115,0,0.2962962962962963,2,1450.0,0,0,0,0,1,0,0,0,0,0,10318.18
1656.5806,1.397,7.42,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.39070707070707,82.0,0.115,0,0.2962962962962963,2,1450.0,0,0,0,0,1,0,0,0,0,0,10318.18
2081.8362,0.944,8.33,8.33,8.25,7.83,7.83,8.17,10.0,10.0,10.0,7.39070707070707,87.0,0.107,0,0.2962962962962963,2,1668.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,8.33,8.33,8.25,7.83,7.83,8.17,10.0,10.0,10.0,7.39070707070707,87.0,0.107,0,0.2962962962962963,2,1668.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,7.33,7.42,7.33,7.42,7.58,7.42,10.0,10.0,10.0,7.39070707070707,81.92,0.103,0,0.2962962962962963,1,1300.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,7.33,7.42,7.33,7.42,7.58,7.42,10.0,10.0,10.0,7.39070707070707,81.92,0.103,0,0.2962962962962963,1,1300.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,7.67,8.08,7.67,8.0,7.92,7.83,10.0,10.0,10.0,7.39070707070707,85.0,0.099,0,0.2962962962962963,1,1600.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,7.67,8.08,7.67,8.0,7.92,7.83,10.0,10.0,10.0,7.39070707070707,85.0,0.099,0,0.2962962962962963,1,1600.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,7.67,8.0,7.75,7.92,8.0,7.83,10.0,10.0,10.0,7.39070707070707,85.0,0.113,0,0.2962962962962963,4,4700.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,7.67,8.0,7.75,7.92,8.0,7.83,10.0,10.0,10.0,7.39070707070707,85.0,0.113,0,0.2962962962962963,4,4700.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,7.67,8.0,7.67,7.83,7.92,7.67,10.0,10.0,10.0,7.39070707070707,84.67,0.106,0,0.2962962962962963,1,1600.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,7.67,8.0,7.67,7.83,7.92,7.67,10.0,10.0,10.0,7.39070707070707,84.67,0.106,0,0.2962962962962963,1,1600.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,7.67,7.83,7.75,7.75,7.83,7.75,10.0,10.0,10.0,7.39070707070707,84.33,0.092,0,0.2962962962962963,5,1350.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,7.67,7.83,7.75,7.75,7.83,7.75,10.0,10.0,10.0,7.39070707070707,84.33,0.092,0,0.2962962962962963,5,1350.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,7.58,7.92,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.39070707070707,84.25,0.1,0,0.2962962962962963,1,1600.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,7.58,7.92,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.39070707070707,84.25,0.1,0,0.2962962962962963,1,1600.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,7.67,7.83,7.67,7.83,7.75,7.67,10.0,10.0,10.0,7.39070707070707,84.08,0.11,0,0.2962962962962963,2,1550.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,7.67,7.83,7.67,7.83,7.75,7.67,10.0,10.0,10.0,7.39070707070707,84.08,0.11,0,0.2962962962962963,2,1550.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,7.67,7.92,7.67,7.75,7.67,7.58,10.0,10.0,10.0,7.39070707070707,84.0,0.11,0,0.2962962962962963,2,1550.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,7.67,7.92,7.67,7.75,7.67,7.58,10.0,10.0,10.0,7.39070707070707,84.0,0.11,0,0.2962962962962963,2,1550.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,7.58,7.83,7.58,7.75,7.67,7.75,10.0,10.0,10.0,7.39070707070707,83.92,0.1,0,0.2962962962962963,2,1600.0,0,0,0,0,1,0,0,0,0,0,11300.0
2081.8362,0.944,7.58,7.83,7.58,7.75,7.67,7.75,10.0,10.0,10.0,7.39070707070707,83.92,0.1,0,0.2962962962962963,2,1600.0,0,0,0,0,1,0,0,0,0,0,11300.0
1289.7793,1.065,6.92,6.75,7.08,7.17,7.33,6.67,10.0,5.33,8.67,6.42,72.33,0.08,1,0.0,0,1020.0,0,0,0,0,0,0,0,0,0,0,19000.0
1289.7793,1.065,6.92,6.75,7.08,7.17,7.33,6.67,10.0,5.33,8.67,6.42,72.33,0.08,1,0.0,0,1020.0,0,0,0,0,0,0,0,0,0,0,19000.0
1148.8026,0.866,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,83.33,0.11,0,0.0,4,1280.16,0,0,0,0,1,0,0,0,0,0,10000.0
1148.8026,0.866,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,83.33,0.11,0,0.0,4,1280.16,0,0,0,0,1,0,0,0,0,0,10000.0
1148.8026,0.866,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,80.75,0.12,0,0.0,0,1000.0,0,0,0,0,1,0,0,0,0,0,10000.0
1148.8026,0.866,7.42,7.0,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,80.75,0.12,0,0.0,0,1000.0,0,0,0,0,1,0,0,0,0,0,10000.0
877.5482,1.118,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.5,0.11,0,0.0,0,825.0,0,0,0,0,1,0,0,0,0,0,14750.0
877.5482,1.118,7.42,7.33,7.25,7.42,7.42,7.33,10.0,10.0,10.0,7.33,81.5,0.11,0,0.0,0,825.0,0,0,0,0,1,0,0,0,0,0,14750.0
877.5482,1.118,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10.0,10.0,6.83,77.25,0.1,0,0.0,1,825.0,0,0,0,0,1,0,0,0,0,0,14750.0
877.5482,1.118,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10.0,10.0,6.83,77.25,0.1,0,0.0,1,825.0,0,0,0,0,1,0,0,0,0,0,14750.0
1686.986,0.928,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,5,1450.0,1,0,0,0,0,0,0,0,0,0,140500.0
1686.986,0.928,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,5,1450.0,1,0,0,0,0,0,0,0,0,0,140500.0
1664.0472,0.765,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,8.17,84.75,0.11,0,0.0,4,1450.0,0,0,0,0,1,0,0,0,0,0,8812.5
1664.0472,0.765,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,8.17,84.75,0.11,0,0.0,4,1450.0,0,0,0,0,1,0,0,0,0,0,8812.5
1664.0472,0.765,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,7.17,82.0,0.11,0,0.0,5,1400.0,0,0,0,0,1,0,0,0,0,0,8812.5
1664.0472,0.765,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,7.17,82.0,0.11,0,0.0,5,1400.0,0,0,0,0,1,0,0,0,0,0,8812.5
1664.0472,0.765,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.5,81.83,0.1,0,0.0,4,1350.0,1,0,0,0,0,0,0,0,0,0,8812.5
1664.0472,0.765,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.5,81.83,0.1,0,0.0,4,1350.0,1,0,0,0,0,0,0,0,0,0,8812.5
1664.0472,0.765,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,7.5,81.67,0.1,0,0.0,5,1400.0,1,0,0,0,0,0,0,0,0,0,8812.5
1664.0472,0.765,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,7.5,81.67,0.1,0,0.0,5,1400.0,1,0,0,0,0,0,0,0,0,0,8812.5
1664.0472,0.765,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,10.0,7.33,81.33,0.12,0,0.0,3,1450.0,0,0,0,0,1,0,0,0,0,0,8812.5
1664.0472,0.765,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,10.0,7.33,81.33,0.12,0,0.0,3,1450.0,0,0,0,0,1,0,0,0,0,0,8812.5
1664.0472,0.765,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,7.33,81.0,0.12,0,0.0,1,1350.0,1,0,0,0,0,0,0,0,0,0,8812.5
1664.0472,0.765,7.42,7.25,7.25,7.33,7.25,7.17,10.0,10.0,10.0,7.33,81.0,0.12,0,0.0,1,1350.0,1,0,0,0,0,0,0,0,0,0,8812.5
1664.0472,0.765,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.17,80.58,0.11,0,0.0,5,1400.0,0,0,0,0,1,0,0,0,0,0,8812.5
1664.0472,0.765,7.5,7.17,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.17,80.58,0.11,0,0.0,5,1400.0,0,0,0,0,1,0,0,0,0,0,8812.5
1664.0472,0.765,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,7.0,79.0,0.11,0,0.0,12,1350.0,0,0,0,0,1,0,0,0,0,0,8812.5
1664.0472,0.765,7.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,7.0,79.0,0.11,0,0.0,12,1350.0,0,0,0,0,1,0,0,0,0,0,8812.5
1664.0472,0.765,6.83,7.0,6.67,7.0,7.0,6.83,10.0,10.0,10.0,6.67,78.0,0.11,2,0.0,6,1350.0,1,0,0,0,0,0,0,0,0,0,8812.5
1664.0472,0.765,6.83,7.0,6.67,7.0,7.0,6.83,10.0,10.0,10.0,6.67,78.0,0.11,2,0.0,6,1350.0,1,0,0,0,0,0,0,0,0,0,8812.5
1664.0472,0.765,6.83,6.83,6.67,6.83,7.0,6.83,9.33,8.67,10.0,7.0,76.0,0.11,0,0.0,7,1350.0,1,0,0,0,0,0,0,0,0,0,8812.5
1664.0472,0.765,6.83,6.83,6.67,6.83,7.0,6.83,9.33,8.67,10.0,7.0,76.0,0.11,0,0.0,7,1350.0,1,0,0,0,0,0,0,0,0,0,8812.5
1664.0472,0.765,7.0,7.17,6.83,7.17,7.0,7.17,8.0,8.0,8.0,7.08,73.42,0.11,1,0.0,16,1350.0,0,0,0,0,1,0,0,0,0,0,8812.5
1664.0472,0.765,7.0,7.17,6.83,7.17,7.0,7.17,8.0,8.0,8.0,7.08,73.42,0.11,1,0.0,16,1350.0,0,0,0,0,1,0,0,0,0,0,8812.5
1664.0472,0.765,6.67,6.5,6.17,6.67,6.83,6.17,8.0,8.0,8.0,6.33,69.33,0.1,0,0.0,4,1450.0,0,0,0,0,1,0,0,0,0,0,8812.5
1664.0472,0.765,6.67,6.5,6.17,6.67,6.83,6.17,8.0,8.0,8.0,6.33,69.33,0.1,0,0.0,4,1450.0,0,0,0,0,1,0,0,0,0,0,8812.5
1664.0472,0.765,7.0,6.17,6.17,6.67,6.5,6.17,8.0,8.0,8.0,6.5,69.17,0.1,0,0.0,3,1450.0,0,0,0,0,1,0,0,0,0,0,8812.5
1664.0472,0.765,7.0,6.17,6.17,6.67,6.5,6.17,8.0,8.0,8.0,6.5,69.17,0.1,0,0.0,3,1450.0,0,0,0,0,1,0,0,0,0,0,8812.5
1664.0472,0.765,7.0,6.33,6.17,6.5,6.67,6.17,8.0,8.0,8.0,6.33,69.17,0.1,0,0.0,4,1450.0,0,0,0,0,1,0,0,0,0,0,8812.5
1664.0472,0.765,7.0,6.33,6.17,6.5,6.67,6.17,8.0,8.0,8.0,6.33,69.17,0.1,0,0.0,4,1450.0,0,0,0,0,1,0,0,0,0,0,8812.5
1664.0472,0.765,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,7.83,83.5,0.1,0,0.0,3,1350.0,1,0,0,0,0,0,0,0,0,0,8812.5
1664.0472,0.765,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,7.83,83.5,0.1,0,0.0,3,1350.0,1,0,0,0,0,0,0,0,0,0,8812.5
1664.0472,0.765,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,3,1350.0,1,0,0,0,0,0,0,0,0,0,8812.5
1664.0472,0.765,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,3,1350.0,1,0,0,0,0,0,0,0,0,0,8812.5
1541.7782,1.223,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.11,0,0.0,2,1350.0,0,0,0,0,1,0,0,0,0,0,13875.0
1541.7782,1.223,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.11,0,0.0,2,1350.0,0,0,0,0,1,0,0,0,0,0,13875.0
1541.7782,1.223,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.17,0.11,0,1.0,2,1500.0,0,0,0,0,1,0,0,0,0,0,13875.0
1541.7782,1.223,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.17,0.11,0,1.0,2,1500.0,0,0,0,0,1,0,0,0,0,0,13875.0
1541.7782,1.223,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,82.17,0.11,0,0.0,2,1350.0,0,0,0,0,1,0,0,0,0,0,13875.0
1541.7782,1.223,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,82.17,0.11,0,0.0,2,1350.0,0,0,0,0,1,0,0,0,0,0,13875.0
1541.7782,1.223,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,0.12,0,0.0,1,1400.0,0,0,0,0,1,0,0,0,0,0,13875.0
1541.7782,1.223,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,7.33,81.83,0.12,0,0.0,1,1400.0,0,0,0,0,1,0,0,0,0,0,13875.0
1541.7782,1.223,7.5,7.33,7.17,7.25,7.5,7.42,10.0,10.0,10.0,7.25,81.42,0.12,0,0.0,1,1400.0,0,0,0,0,1,0,0,0,0,0,13875.0
1541.7782,1.223,7.5,7.33,7.17,7.25,7.5,7.42,10.0,10.0,10.0,7.25,81.42,0.12,0,0.0,1,1400.0,0,0,0,0,1,0,0,0,0,0,13875.0
1541.7782,1.223,7.58,7.42,7.17,7.42,7.17,7.17,10.0,10.0,10.0,7.42,81.33,0.09,0,0.0,4,1350.0,0,0,0,0,1,0,0,0,0,0,13875.0
1541.7782,1.223,7.58,7.42,7.17,7.42,7.17,7.17,10.0,10.0,10.0,7.42,81.33,0.09,0,0.0,4,1350.0,0,0,0,0,1,0,0,0,0,0,13875.0
1541.7782,1.223,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,10.0,7.42,81.25,0.12,0,0.0,1,1400.0,0,0,0,0,1,0,0,0,0,0,13875.0
1541.7782,1.223,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,10.0,7.42,81.25,0.12,0,0.0,1,1400.0,0,0,0,0,1,0,0,0,0,0,13875.0
1541.7782,1.223,7.42,7.33,7.0,7.42,7.33,7.33,10.0,10.0,10.0,7.33,81.17,0.13,0,0.0,1,1450.0,1,0,0,0,0,0,0,0,0,0,13875.0
1541.7782,1.223,7.42,7.33,7.0,7.42,7.33,7.33,10.0,10.0,10.0,7.33,81.17,0.13,0,0.0,1,1450.0,1,0,0,0,0,0,0,0,0,0,13875.0
1541.7782,1.223,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,7.08,80.75,0.11,0,0.0,2,1450.0,1,0,0,0,0,0,0,0,0,0,13875.0
1541.7782,1.223,7.5,7.33,7.0,7.42,7.25,7.17,10.0,10.0,10.0,7.08,80.75,0.11,0,0.0,2,1450.0,1,0,0,0,0,0,0,0,0,0,13875.0
1541.7782,1.223,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,80.75,0.09,0,0.0,2,1350.0,0,0,0,0,1,0,0,0,0,0,13875.0
1541.7782,1.223,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,80.75,0.09,0,0.0,2,1350.0,0,0,0,0,1,0,0,0,0,0,13875.0
1541.7782,1.223,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,7.0,80.75,0.13,0,0.0,1,1450.0,1,0,0,0,0,0,0,0,0,0,13875.0
1541.7782,1.223,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,7.0,80.75,0.13,0,0.0,1,1450.0,1,0,0,0,0,0,0,0,0,0,13875.0
1541.7782,1.223,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,7.33,80.17,0.11,0,0.0,0,1400.0,0,0,0,0,1,0,0,0,0,0,13875.0
1541.7782,1.223,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,7.33,80.17,0.11,0,0.0,0,1400.0,0,0,0,0,1,0,0,0,0,0,13875.0
1620.4181,1.482,8.17,8.08,8.08,8.0,8.08,8.0,10.0,10.0,10.0,8.25,86.67,0.1,0,0.0,3,1400.0,0,0,0,0,0,0,0,0,0,0,18350.0
1620.4181,1.482,8.17,8.08,8.08,8.0,8.08,8.0,10.0,10.0,10.0,8.25,86.67,0.1,0,0.0,3,1400.0,0,0,0,0,0,0,0,0,0,0,18350.0
1620.4181,1.482,7.92,8.0,7.75,7.67,7.67,7.75,10.0,10.0,10.0,7.58,84.33,0.1,0,0.0,3,1500.0,0,0,0,0,0,0,0,0,0,0,18350.0
1620.4181,1.482,7.92,8.0,7.75,7.67,7.67,7.75,10.0,10.0,10.0,7.58,84.33,0.1,0,0.0,3,1500.0,0,0,0,0,0,0,0,0,0,0,18350.0
1620.4181,1.482,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,7.83,84.33,0.11,0,1.0,2,1500.0,0,0,0,0,1,0,0,0,0,0,18350.0
1620.4181,1.482,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,7.83,84.33,0.11,0,1.0,2,1500.0,0,0,0,0,1,0,0,0,0,0,18350.0
1620.4181,1.482,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,7.33,83.67,0.1,0,0.0,2,1400.0,0,0,0,0,1,0,0,0,0,0,18350.0
1620.4181,1.482,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,7.33,83.67,0.1,0,0.0,2,1400.0,0,0,0,0,1,0,0,0,0,0,18350.0
1620.4181,1.482,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,1.0,1,1450.0,0,0,0,0,1,0,0,0,0,0,18350.0
1620.4181,1.482,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,1.0,1,1450.0,0,0,0,0,1,0,0,0,0,0,18350.0
1620.4181,1.482,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.0,0.1,0,1.0,7,1600.0,1,0,0,0,0,0,0,0,0,0,18350.0
1620.4181,1.482,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.0,0.1,0,1.0,7,1600.0,1,0,0,0,0,0,0,0,0,0,18350.0
1620.4181,1.482,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.67,0.11,0,0.0,2,1450.0,0,0,0,0,1,0,0,0,0,0,18350.0
1620.4181,1.482,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,7.25,81.67,0.11,0,0.0,2,1450.0,0,0,0,0,1,0,0,0,0,0,18350.0
1620.4181,1.482,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.0,80.42,0.1,0,0.0,0,1450.0,0,0,0,0,0,0,0,0,0,0,18350.0
1620.4181,1.482,7.25,7.42,7.0,7.42,7.33,7.0,10.0,10.0,10.0,7.0,80.42,0.1,0,0.0,0,1450.0,0,0,0,0,0,0,0,0,0,0,18350.0
1620.4181,1.482,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,7.33,80.25,0.1,0,0.0,4,1400.0,1,0,0,0,0,0,0,0,0,0,18350.0
1620.4181,1.482,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,7.33,80.25,0.1,0,0.0,4,1400.0,1,0,0,0,0,0,0,0,0,0,18350.0
1620.4181,1.482,7.5,7.5,7.0,7.17,7.5,7.33,10.0,10.0,10.0,7.33,81.33,0.11,0,2.0,3,1500.0,0,0,0,0,1,0,0,0,0,0,18350.0
1620.4181,1.482,7.5,7.5,7.0,7.17,7.5,7.33,10.0,10.0,10.0,7.33,81.33,0.11,0,2.0,3,1500.0,0,0,0,0,1,0,0,0,0,0,18350.0
2008.0594,1.103,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,7.75,84.0,0.1,0,0.0,5,1500.0,0,0,0,0,1,0,0,0,0,0,21727.27
2008.0594,1.103,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,7.75,84.0,0.1,0,0.0,5,1500.0,0,0,0,0,1,0,0,0,0,0,21727.27
