0,2,Country of Origin,Number of Bags,Farm Name,Bag Weight,Lot Number,In-Country Partner,Mill,Harvest Year,ICO Number,Company,Owner,Altitude,Variety,Region,Status,Producer,Processing Method,Aroma,Uniformity,Flavor,Clean Cup,Aftertaste,Sweetness,Acidity,Overall,Body,Defects,Balance,Total Cup Points,Moisture,Color,Category One Defects,Category Two Defects,Quakers,Expiration,Certification Body,Certification Address,Certification Contact,Cupper Points,Grading Date
1,3,Taiwan,1,花蓮縣秀林鄉特用作物(咖啡)產銷第一班The first group of special use in Xiulin Township,13 kg,2024花蓮縣第8屆精品咖啡評鑑批次,Taiwan Coffee Laboratory 台灣咖啡研究室,花蓮縣秀林鄉特用作物(咖啡)產銷第一班The first group of special use in Xiulin Township,2024,Grading Date,Taiwan Coffee Laboratory,Taiwan Coffee Laboratory 台灣咖啡研究室,200-400,Typica,"花蓮縣秀林鄉 Hualien County,Show Linxia Township",Completed,李志祥 (Li zhi-xiang),Pulped natural / honey,7.92,10.0,7.92,10.0,7.92,10.0,7.92,8.0,7.92,0.0,8.0,85.58,9.2 %,Blue-Green,0 full defects,0 full defects,0,"October 4th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",8.0,
1,3,Indonesia,20,Joshua Tabuni,50 kg,1,5758 Coffee Lab,Joshua Tabuni,2024,Grading Date,Highland Roastery,Yafeth wetipo,1800,Bourbon,Papua,Completed,Joshua Tabuni,Washed / Wet,8.08,10.0,8.17,10.0,7.75,10.0,8.08,8.0,7.83,0.0,7.67,85.58,12.4 %,pale yellow,3 full defects,16 full defects,6,"July 16th, 2025",5758 Coffee Lab,"Rusa Pinus Raya E1-D, Jl. Pinus Raya Barat, Gegerkalong, Kota Bandung, Jawa Barat 40153, Indonesia",Adi W. Taroepratjeka - +62-8122021163,8.0,
1,3,Ethiopia,667,Mulugeta muntasha,60 kg,0001,Torch Coffee Company,Mulugeta muntasha,2023,010,明谦咖啡MingQian Coffee,zhouzhilai 周志来,2500 above,Ethiopian Heirlooms,Sidama,Completed,Mulugeta muntasha,Natural / Dry,8.0,10.0,8.17,10.0,7.83,10.0,7.92,8.0,7.67,0.0,7.92,85.5,10.3 %,yellow-green,0 full defects,5 full defects,0,"May 29th, 2025",Torch Coffee Company,云南省普洱市88龙生路公园1号108栋234室炬点咖啡实验室 T Torch Coffee Lab 88 Long Shen Building 105 Suite 234 Rd  Pu'er Yunnan China,Marty Pollack - +86 18287988435,8.0,"May 29th, 2024"
1,3,Panama,3,don robert,35 kg,blend003,IMPERATOR SRL - Green Trading Company,wet mill facility,2023,29-73-0054,Kimbo S.P.A.,alessandro marconicchio,1100-1500,Catuai,boquet,Completed,Robert jemeison,Dynamic Cherry,8.0,10.0,8.08,10.0,7.83,10.0,8.08,8.17,7.75,0.0,7.58,85.5,11.6 %,yellowish,0 full defects,3 full defects,0,"November 20th, 2025",IMPERATOR SRL - Green Trading Company,"IMPERATOR SRL, CAMPO DEL BELVEDERE 6",Alberto Polojac - 0039 040 3720115,8.17,"November 20th, 2024"
1,3,Thailand,40,Yosniyom Coffee,25 kg,May Big Lot,Coffee Quality Institute,Chiang Mai University,2023 / 2024,Grading Date,Yosniyom Coffee farm,Nathagrid Somboonkhamchoo,1250,Typica,"Mae Daet Noi, Chiang Mai",Completed,Nathagrid Somboonkhamchoo,Natural / Dry,8.08,10.0,8.0,10.0,7.67,10.0,8.0,7.83,8.08,0.0,7.83,85.5,8.6 %,,25 full defects,2 full defects,0,"July 12th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.83,
1,3,Thailand,2,Toki Organic Farm,15 kg,MAR,Coffee Quality Institute,PANA Coffee,2023 / 2024,Grading Date,.,chukait hongarthan,.,"Typica, Catimor, Bourbon","Khun Mae Ruam, Galyani Vadhana, Chiang Mai",Completed,Chukait Hongarthan,Pulped natural / honey,7.92,10.0,8.08,10.0,7.83,10.0,7.92,7.83,8.0,0.0,7.92,85.5,9.9 %,,0 full defects,0 full defects,0,"April 5th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.83,
1,3,Kenya,100,OAKLANDS,60 kg,KEH2726,Kenya Coffee Traders Association,ELDORET MILL,2023 / 2024,37/3075/406,Allegro Coffee,Allegro Coffee,1798,SL28,KIAMBU,Completed,C.DORMAN LTD,Washed / Wet,8.08,10.0,7.92,10.0,7.75,10.0,8.0,7.92,8.0,0.0,7.83,85.5,9.6 %,Green,0 full defects,3 full defects,0,"February 27th, 2025",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,7.92,"February 28th, 2024"
1,3,Taiwan,1,東之選咖啡(Dong Zhi Xuan Coffee Estate ),5 kg,2024臺南市國產精品咖啡評鑑批次,Taiwan Coffee Laboratory 台灣咖啡研究室,東之選咖啡(Dong Zhi Xuan Coffee Estate ),2023 / 2024,Grading Date,Taiwan Coffee Laboratory,Taiwan Coffee Laboratory 台灣咖啡研究室,600,Gesha,"台南市東山區 Dongshan Dist., Tainan City",Completed,"羅梓綸(Luo,Zi- Lun)",Natural / Dry,8.0,10.0,8.0,10.0,7.83,10.0,7.83,8.25,7.67,0.0,7.83,85.42,10.9 %,Green,0 full defects,0 full defects,0,"July 22nd, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",8.25,
1,3,Taiwan,1,獵人書坊 Hunter Story Studio,8 kg,"2024 Sustainable Specialty Coffee Farm Awards,S087",Taiwan Coffee Laboratory 台灣咖啡研究室,獵人書坊 Hunter Story Studio,2024,Grading Date,Taiwan Coffee Laboratory,Taiwan Coffee Laboratory 台灣咖啡研究室,1250,Gesha,"嘉義縣阿里山鄉 Alishan Township, Chiayi County",Completed,"浦晨松 PU,CHEN-SONG",Washed / Wet,8.33,10.0,8.0,10.0,7.83,10.0,7.75,8.0,7.67,0.0,7.83,85.42,10.2 %,Yellow-Green,0 full defects,0 full defects,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",8.0,
1,3,Taiwan,1,晉揚欣金用心咖啡莊園 Jin Yun Gxin Coffee Manor,8 kg,"2024 Sustainable Specialty Coffee Farm Awards,S028",Taiwan Coffee Laboratory 台灣咖啡研究室,晉揚欣金用心咖啡莊園 Jin Yun Gxin Coffee Manor,2023,Grading Date,Taiwan Coffee Laboratory,Taiwan Coffee Laboratory 台灣咖啡研究室,800-1200,SL34,"嘉義縣梅山鄉 Meishan Township, Chiayi County",Completed,"洪欣延 HONG,SIN-YAN",Pulped natural / honey,7.75,10.0,8.0,10.0,7.92,10.0,8.0,8.08,7.83,0.0,7.83,85.42,10.4 %,Greenish,0 full defects,0 full defects,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",8.08,
1,3,Thailand,6,DOI NAN COFFEE FARM,5 kg,RR24005,Coffee Quality Union,DOI NAN COFFEE FARM,2023,Grading Date,ROLLING ROASTERS,ROLLING ROASTERS,1450,Java,NAN,Completed,DOI NAN COFFEE FARM,Washed / Wet,8.0,10.0,8.0,10.0,7.83,10.0,8.08,7.83,7.75,0.0,7.92,85.42,11.6 %,Greenish,0 full defects,2 full defects,1,"April 8th, 2025",Coffee Quality Union,3-24-9 Saiwai Otaru Hokkaido,Sakiko Kabeyama -,7.83,
1,3,Thailand,2,Tayan Homdok,25 kg,TCE,Coffee Quality Institute,Big Black Box Dry Mill Plant,2023 / 2024,Grading Date,"461 ,Moo. 7,Thung Chang, Thung Chang ,Nan, 55130",Tayan Homdok,1500,Typica,"Thung Chang, Nan",Completed,Tayan Homdok,Pulped natural / honey,7.92,10.0,7.92,10.0,8.0,10.0,7.83,7.83,7.83,0.0,8.08,85.42,10.2 %,Green,0 full defects,0 full defects,0,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.83,
1,3,Uganda,160,Bugisu Shamba,60 kg,035/170/5041126,Uganda Coffee Development Authority,Kawacom,2023 / 2024,Grading Date,Kawacom uganda LTD,Kawacom Uganda LTD,1400 - 1900,SL14,Mount Elgon,Completed,Kawacom Uganda Ltd,Washed / Wet,8.0,10.0,7.92,10.0,7.67,10.0,7.75,7.92,7.67,0.0,7.75,84.67,10.6 %,Green,0 full defects,0 full defects,0,"April 30th, 2025",Uganda Coffee Development Authority,"Coffee House, Plot 35, Jinja Road, P.O. Box 7267, Kampala, Uganda",Brenda Kamara Kemigisha Mangeni - 256773040119,7.92,
1,3,Thailand,41,89 Coffee&Tea,50 kg,May Big Lot,Coffee Quality Institute,89 Coffee&Tea,2023 / 2024,Grading Date,PC89 Coffee,Phichit Bunyuenphanakun,1300,Catimor,"Doi Wawee, Chiang Rai",Completed,Phichit Bunyuenphanakun,Natural / Dry,7.83,10.0,8.25,10.0,7.67,10.0,8.0,7.83,8.0,0.0,7.75,85.33,12.7 %,,0 full defects,0 full defects,0,"July 12th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.83,
1,3,Thailand,6,DOI NAN COFFEE FARM,5 kg,RR24003,Coffee Quality Union,DOI NAN COFFEE FARM,2023,Grading Date,ROLLING ROASTERS,ROLLING ROASTERS,1450,Catimor,Nan,Completed,DOI NAN COFFEE FARM,Natural / Dry,7.92,10.0,8.0,10.0,7.83,10.0,8.0,8.0,7.75,0.0,7.83,85.33,10.8 %,Yellowish,0 full defects,1 full defects,1,"April 8th, 2025",Coffee Quality Union,3-24-9 Saiwai Otaru Hokkaido,Sakiko Kabeyama -,8.0,
1,3,Colombia,275,N/a,70 kg,NHOL-1322/24,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),Harvest Year,Unknown,Grading Date,Nestle Nespresso SA,Alexis Rodriguez,Variety,,Caldas,Completed,N/a,Washed / Wet,8.0,10.0,7.83,10.0,7.83,10.0,7.67,8.08,7.75,0.0,8.17,85.33,11.3 %,Bluish-Green,0 full defects,1 full defects,0,"May 20th, 2025",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Catherine Queiroz - +41 41 728 72 81,8.08,
1,3,Colombia,770,N / A,25 kg,3-0068-01122,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Trilladora Popayán,2023 / 2024,3-0068-01122,ECOM COLOMBIA,Raúl Vargas,1800,Caturra,Huila,Completed,Regional producers,Washed / Wet,8.0,10.0,7.83,10.0,7.83,10.0,8.0,7.92,8.08,0.0,7.67,85.33,11.2 %,Bluish-Green,3 full defects,4 full defects,0,"February 15th, 2025",ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Calle 60A #3D-32 / Planta Baja / CQ Lab ASECC,Carlos Julian Ruiz - 3212026991,7.92,"February 16th, 2024"
1,3,Thailand,34,PHU DUEN COFFEE FARM,25 kg,May Big Lot,Coffee Quality Institute,PANA Coffee,2023 / 2024,Grading Date,Independent,Chawin Leungluesap,1200,Catimor,"Phu Chi Duean, Chiang Rai",Completed,Chawin Leungluesap,Natural / Dry,8.08,10.0,7.92,10.0,7.92,10.0,7.75,7.83,7.83,0.0,7.92,85.25,10.3 %,,0 full defects,2 full defects,0,"July 12th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.83,
1,3,Thailand,1,Doi Tung Development Project,10 kg,Typica Natural Process (ICP Rank 2 - 2024),Specialty Coffee Institute of Thailand,Doi Tung Development Project,2023 / 2024,Grading Date,Mae Fah Luang Foundation,Sitthinadda Paphavasit,1200,Typica,"Mae Fah Luang, Chiang Rai",Completed,Tanawith Thirintong,Natural / Dry,8.0,10.0,8.0,10.0,7.92,10.0,7.83,7.83,7.83,0.0,7.83,85.25,9.4 %,Yellow-Green,0 full defects,0 full defects,0,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",7.83,
1,3,Lao PDR,10,Coffilia Joint Stock Company,60 kg,01,Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),Coffilia Joint Stock Company,2023 / 2024,Grading Date,Coffilia Joint Stock Company,Nguyen Minh Thang,1252,Gesha,"Paksong, Laos",Completed,Coffilia Joint Stock Company,Natural / Dry,8.0,10.0,7.92,10.0,7.67,10.0,7.92,8.0,7.92,0.0,7.83,85.25,12 %,Yellow - Green,0 full defects,1 full defects,0,"April 2nd, 2025",Vietnam Commodity Control & Certification Joint Stock Company (VCC&C),"1 G Dinh Bo Linh Street, 15 ward, Binh Thanh District, Ho Chi Minh City","Hai,Tran Quang. - 84 8 98 967 8708",8.0,
1,3,Kenya,960,TINGANGA ESTATE,60 kg,SAS: 7246 AA TOP,Kenya Coffee Traders Association,Sasini Coffee Mill,2024 / 2025,Grading Date,Sasini (K) Limited,Eric Gatheca Gitau,1800-2100,SL28,MT KENYA,Completed,SASINI PLC - TINGANGA ESTATE,Washed / Wet,8.0,10.0,7.92,10.0,7.75,10.0,7.75,7.92,7.83,0.0,8.0,85.17,11 %,Greenish,0 full defects,1 full defects,0,"January 21st, 2026",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,7.92,
1,3,Taiwan,1,泥妲咖啡 Nita Coffee Manor,8 kg,"2024 Sustainable Specialty Coffee Farm Awards,S107",Taiwan Coffee Laboratory 台灣咖啡研究室,泥妲咖啡 Nita Coffee Manor,2024,Grading Date,Taiwan Coffee Laboratory,Taiwan Coffee Laboratory 台灣咖啡研究室,600,Typica,"花蓮縣秀林鄉 Xiulin Township, Hualien County",Completed,"戴豐秋 Dai,fong-ciou",Natural / Dry,8.0,10.0,7.92,10.0,7.67,10.0,7.92,7.92,7.75,0.0,8.0,85.17,10.4 %,Yellow-Green,0 full defects,0 full defects,1,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",7.92,
1,3,Thailand,3,Peera Panasupon,20 kg,TCE,Coffee Quality Institute,Big Black Box's Dry Mill Plant Sai Noi District,2023 / 2024,Grading Date,"77,Luang Nuea, Doi Saket ,Chiang Mai, 50220",Peera Panasupon,1200,Catimor,"Luang Nuea, Doi Saket, Chiang Mai",Completed,Peera Panasupon,Natural / Dry,7.92,10.0,8.0,10.0,7.83,10.0,7.92,7.83,7.92,0.0,7.75,85.17,8.9 %,,0 full defects,0 full defects,0,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.83,
1,3,Thailand,1,The KCEG,30 kg,Special Lot,Coffee Quality Institute,PANA Coffee,2023 / 2024,Grading Date,.,Uthai Jirakasem,1000 - 1400,"Typica, Catimor, Java","Ban Khunchangkian, Chiang Mai",Completed,Uthai Jirakasem,Natural / Dry,7.83,10.0,8.0,10.0,7.75,10.0,8.0,7.83,7.92,0.0,7.83,85.17,9.6 %,,0 full defects,0 full defects,0,"April 5th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.83,
1,3,Thailand,1,Soyi coffee,20 kg,MAR,Coffee Quality Institute,PANA Coffee,2023 / 2024,Grading Date,.,Aphisit Bise,1350,"Bourbon, SL28","Pang Khon, Huay Chom Phu, Chiang Rai",Completed,Aphisit Bise,Washed / Wet,8.08,10.0,8.0,10.0,7.67,10.0,7.92,7.83,7.92,0.0,7.75,85.17,9.2 %,,0 full defects,0 full defects,0,"April 5th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.83,
1,3,Vietnam,833,Tramhamin coffee cooperative,60 kg,1,HQJ Coffee School,Tramhamin coffee cooperative,2023 / 2024,Grading Date,HỢP TÁC XÃ CÀ PHÊ TRAMHAMIN,tramhamincoffee,1600,Catimor,"Trạm Hành, Đà Lạt, Lâm Đồng",Completed,BÙI TRÍ DŨNG,Washed / Wet,7.92,10.0,7.92,10.0,7.75,10.0,8.0,7.92,7.75,0.0,7.83,85.08,11.6 %,Green,0 full defects,3 full defects,0,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,7.92,
1,3,Thailand,4,Coffee De Hmong,25 kg,Special Lot,Coffee Quality Institute,Maneepruek Mill,2023 / 2024,Grading Date,Coffee De Hmong,Wichai Kamnerdmongkhon,1300,Typica,"Manipruek Natural Terrior, Nan",Completed,Wichai Kamnerdmongkon,Pulped natural / honey,7.83,10.0,8.0,10.0,7.67,10.0,7.92,7.83,7.92,0.0,7.92,85.08,9.8 %,,0 full defects,1 full defects,0,"April 5th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.83,
1,3,Thailand,2,ไร่ดินดี tea&coffee,10 kg,1,Specialty Coffee Institute of Thailand,wet hull,2022 / 2023,Grading Date,Rai Dindee Tea&Coffee,Hassadin Merlae,1350,Catimor,Ban Doi-Ngam,Completed,Hassadin Merlae,Washed / Wet,7.92,10.0,8.0,10.0,7.83,10.0,7.92,7.83,7.83,0.0,7.75,85.08,9.5 %,,0 full defects,0 full defects,0,"November 7th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",7.83,
1,3,Kenya,1280,GULMARG ESTATE,60 kg,SAS: 7247 AB TOP,Kenya Coffee Traders Association,Sasini Coffee Mill,2024 / 2025,Grading Date,Sasini (K) Limited,Eric Gatheca Gitau,1800-2100,SL28,MT KENYA,Completed,SASINI PLC - GULMARG ESTATE,Washed / Wet,8.17,10.0,7.92,10.0,7.75,10.0,7.75,7.75,7.83,0.0,7.83,85.0,11 %,Greenish,0 full defects,5 full defects,0,"January 21st, 2026",Kenya Coffee Traders Association,"P.O. Box 646 00100Nairobi, Kenya, Denniss Pritt Road, Opposite St Georges Girls Secondary School",Benson Kibicho Kamau - +254 786 821 621,7.75,
1,3,Thailand,20,Jaisooksern farm,25 kg,May Big Lot,Coffee Quality Institute,Jaisooksern farm,2023 / 2024,Grading Date,Coffee Farmer,Sorasak Intakad,1000,Typica,"Doi Saket, Chiang Mai",Completed,Sorasak Intakad,Washed / Wet,7.58,10.0,7.92,10.0,7.75,10.0,8.08,7.83,8.08,0.0,7.75,85.0,9.6 %,,0 full defects,2 full defects,0,"July 12th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.83,
1,3,Thailand,2,SOFT Coffee,25 kg,Wash Carbonic,Specialty Coffee Institute of Thailand,"Mogoju Bean co.,ltd.",2023 / 2024,Grading Date,SOFT Coffee,Radchadaporn,1200,"Catimor ,Typica, Bourbon","Omkoi,Chiangmai,Thailand",Completed,Ms.Radchadaporn Junprasert,Wash Carbonic Process,7.92,10.0,7.92,10.0,7.75,10.0,7.92,8.0,7.67,0.0,7.83,85.0,10.3 %,,0 full defects,0 full defects,0,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",8.0,
1,3,Taiwan,1,一斗夢咖啡莊園 A Bucket of Dreams Coffee Manor,8 kg,"2024 Sustainable Specialty Coffee Farm Awards,S041",Taiwan Coffee Laboratory 台灣咖啡研究室,一斗夢咖啡莊園 A Bucket of Dreams Coffee Manor,2023 / 2024,Grading Date,Taiwan Coffee Laboratory,Taiwan Coffee Laboratory 台灣咖啡研究室,180,Typica,"花蓮縣壽豐鄉 Shoufeng Township, Hualien County",Completed,黃則恭 HUANG ZE GONG,Natural / Dry,7.83,10.0,7.83,10.0,7.83,10.0,7.83,8.0,7.75,0.0,7.92,85.0,11.2 %,Greenish,0 full defects,3 full defects,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",8.0,
1,3,Thailand,2,Sarawut Sawanyanuphap,25 kg,TCE,Coffee Quality Institute,Big Black Box Dry Mill Plant,2023 / 2024,Grading Date,"814,Mae Na Toeng, Pai ,Mae Hong Son, 58130",Sarawut Sawanyanuphap,1500,"Mixed:Typica, Bourbon, Catimor, Caturra, Java","Pai, Mae Hong Son",Completed,Sarawut Sawanyanuphap,Pulped natural / honey,7.58,10.0,7.92,10.0,7.92,10.0,8.08,7.92,7.83,0.0,7.75,85.0,10.8 %,,0 full defects,1 full defects,0,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.92,
1,3,Vietnam,58,RADAR FARM,60 kg,1,HQJ Coffee School,RADAR FARM,2023 / 2024,Grading Date,radar farm,Bùi Trí Dũng,1600,THA1,"Trạm Hành, Đà Lạt, Lâm Đồng",Completed,BÙI TRÍ DŨNG,Washed / Wet,7.83,10.0,8.0,10.0,7.58,10.0,8.0,7.92,7.92,0.0,7.75,85.0,11.3 %,Green,0 full defects,1 full defects,0,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,7.92,
1,3,Thailand,1,soomio farm,10 kg,1,Specialty Coffee Institute of Thailand,hulling,2022 / 2023,Grading Date,Soomio coffee farm,Sinthop Juepa,1480,Typica,Maesruai Chaingrai,Completed,sinthop juepa,Washed / Wet,7.83,10.0,7.92,10.0,7.92,10.0,7.92,7.67,7.92,0.0,7.83,85.0,10.8 %,,0 full defects,0 full defects,0,"October 29th, 2025",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Rinlapat Siwachairot - +66 2 118 0811, +66 926462492",7.67,
1,3,Taiwan,1,JinYunSinTeaCoffeeFarming,200 kg,Taiwan Chia-Yi GEASHA WASH BeanBorn Reserved,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),BeanBorn Corp. Ltd.,2023 / 2024,Grading Date,BeanBorn Corp. Ltd.,Jack Wang 王人傑,1000,Gesha,Taiwan Chia-Yi,Completed,JinYunSinTeaCoffeeFarming,Washed / Wet,7.83,10.0,7.92,10.0,7.75,10.0,7.92,7.92,7.83,0.0,7.83,85.0,11.6 %,Bluish-Green,0 full defects,0 full defects,0,"May 24th, 2025",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Catherine Queiroz - +41 41 728 72 81,7.92,
1,3,Taiwan,1,村長天池咖啡	(Zhang Chang Tian Chi Coffee Estate),5 kg,2024臺南市國產精品咖啡評鑑批次,Taiwan Coffee Laboratory 台灣咖啡研究室,村長天池咖啡	(Zhang Chang Tian Chi Coffee Estate),2023 / 2024,Grading Date,Taiwan Coffee Laboratory,Taiwan Coffee Laboratory 台灣咖啡研究室,700-800,Typica,"台南市東山區 Dongshan Dist., Tainan City",Completed,"陳水連(Chen,Shuei-Lian)",Natural / Dry,7.92,10.0,7.83,10.0,7.83,10.0,7.92,7.83,7.75,0.0,7.83,84.92,11.9 %,Yellowish,0 full defects,2 full defects,0,"July 22nd, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",7.83,
1,3,Thailand,4,89 Coffee and Tea,50 kg,Special Lot,Coffee Quality Institute,89 Coffee and Tea,2023 / 2024,Grading Date,89 Coffee and Tea,Phichit Bunyuenphanakun,1320,"Catimor, Typica, Bourbon","Doi Wawee, Chiang Rai",Completed,Phichit Bunyuenphanakun,Natural / Dry,8.0,10.0,7.92,10.0,7.58,10.0,7.83,7.92,7.83,0.0,7.83,84.92,10.5 %,,0 full defects,2 full defects,0,"April 5th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.92,
1,3,Thailand,3,Wish Junprasert,20 kg,TCE,Coffee Quality Institute,Big Black Box's Dry Mill Plant Sai Noi District,2023 / 2024,Grading Date,SOFT Coffee,Wish Junprasert,1200,"Catimor, Typica, Bourbon","Omkoi, Chiang Mai",Completed,Wish Junprasert,Natural / Dry,7.75,10.0,8.0,10.0,7.75,10.0,7.92,7.83,7.75,0.0,7.92,84.92,10 %,,0 full defects,3 full defects,0,"September 19th, 2025",Coffee Quality Institute,For project use only,Coffee Quality Institute - For project use only,7.83,
1,3,Taiwan,1,青葉咖啡莊園 Ching Ye Coffee Estate,8 kg,"2024 Sustainable Specialty Coffee Farm Awards,S046",Taiwan Coffee Laboratory 台灣咖啡研究室,青葉咖啡莊園 Ching Ye Coffee Estate,2024,Grading Date,Taiwan Coffee Laboratory,Taiwan Coffee Laboratory 台灣咖啡研究室,1100,SL34,"嘉義縣梅山鄉 Meishan Township, Chiayi County",Completed,"葉世遠 YEH,SHIN-YUAN",Natural / Dry,7.83,10.0,7.92,10.0,7.92,10.0,8.0,7.83,7.75,0.0,7.67,84.92,10.6 %,Green,0 full defects,0 full defects,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",7.83,
1,3,Taiwan,1,馨晴咖啡莊園 Good Mood Coffee,8 kg,"2024 Sustainable Specialty Coffee Farm Awards,S122",Taiwan Coffee Laboratory 台灣咖啡研究室,馨晴咖啡莊園 Good Mood Coffee,2024,Grading Date,Taiwan Coffee Laboratory,Taiwan Coffee Laboratory 台灣咖啡研究室,900,Gesha,"南投縣國姓鄉 Guoxing Township, Nantou County",Completed,"黃美桃 Huang, Mei Tao",Natural / Dry,7.92,10.0,8.08,10.0,7.75,10.0,7.92,7.83,7.67,0.0,7.75,84.92,9.6 %,Greenish,0 full defects,0 full defects,0,"October 29th, 2025",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",7.83,
1,3,Vietnam,5,THY THY FARM,60 kg,1,HQJ Coffee School,THY THY FARM,2023 / 2024,Grading Date,ThyThy Farm,Lê Huyền Ngọc Thy,1550,TN9-TN10,"Trạm Hành, Cầu Đất, Đà Lạt, Lâm Đồng",Completed,Công Ty TNHH Cà Phê Sạch Intenso,Natural / Dry,7.83,10.0,7.92,10.0,7.75,10.0,7.92,7.83,7.83,0.0,7.83,84.92,10.9 %,Green,0 full defects,4 full defects,0,"July 12th, 2025",HQJ Coffee School,"738 Su Van Hanh Ward 12, District 10 Hochiminh City Vietnam",Sam Choi - +84 906662008,7.83,
